act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
"nr. 105, 22 mai 2025",03.06.2025,Lege,"Lege pentru ratificarea Acordului de grant dintre Republica Moldova, Societatea pe Acțiuni „Termoelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare privind acordarea grantului din cadrul Platformei de Investiții pentru Vecinătate a Comisiei Europene în vederea realizării proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din municipiul Chișinău”",Grant,BERD / UE,,289-292,,https://monitorul.gov.md/ro/search
"nr. 212-X, 28 mai 2025",30.05.2025,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Acordului de grant dintre Republica Moldova, Societatea pe Acțiuni „Termoelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare privind grantul investițional acordat din Fondul Regional al Parteneriatului Europei de Est pentru Eficiență Energetică și Mediu în vederea realizării proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din municipiul Chișinău”",Grant,BERD,,265-268,,https://monitorul.gov.md/ro/search
"nr. 104, 22 mai 2025",30.05.2025,Lege,"Lege pentru ratificarea Acordului de grant dintre Republica Moldova, Societatea pe Acțiuni „Termoelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare privind grantul investițional acordat din Fondul Regional al Parteneriatului Europei de Est pentru Eficiență Energetică și Mediu în vederea realizării proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din municipiul Chișinău”",Grant,BERD,,265-268,,https://monitorul.gov.md/ro/search
"nr. 307, 28 mai 2025",29.05.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Republica Moldova, reprezentată de Ministerul Finanțelor în calitate de Împrumutat și Banca Națională a Moldovei în calitate de Agent al Împrumutatului, și Uniunea Europeană, reprezentată de Comisia Europeană în calitate de Creditor privind acordarea Facilității de reformă și creștere pentru Republica Moldova, semnat la data de 21 mai 2025",Împrumut,UE,,261-264,da,https://monitorul.gov.md/ro/search
"nr. 294, 21 mai 2025",22.05.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Programului „Operațiunea politica de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”,Împrumut,AID,,245-248,,https://monitorul.gov.md/ro/search
"nr. 293, 21 mai 2025",22.05.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Programului „Operațiunea politica de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”,Împrumut,BIRD,,245-248,,https://monitorul.gov.md/ro/search
"nr. 93, 8 mai 2025",20.05.2025,Lege,"Lege pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova, Comisia Europeană și Ministerul Dezvoltării, Lucrărilor Publice și Administrației al României pentru Programul Interreg VI-B NEXT Bazinul Mării Negre 2021–2027",Grant,UE,,241-244,,https://monitorul.gov.md/ro/search
"nr. 92, 8 mai 2025",20.05.2025,Lege,"Lege pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova, Comisia Europeană și Ministerul Dezvoltării, Lucrărilor Publice și Administrației al României pentru Programul Interreg VI-A NEXT România – Republica Moldova 2021–2027",Grant,UE,,241-244,,https://monitorul.gov.md/ro/search
"nr. 196-X, 15 mai 2025",20.05.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova, Comisia Europeană și Ministerul Dezvoltării, Lucrărilor Publice și Administrației al României pentru Programul Interreg VI-B NEXT Bazinul Mării Negre 2021–2027",Grant,UE,,241-244,,https://monitorul.gov.md/ro/search
"nr. 195-X, 15 mai 2025",20.05.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova, Comisia Europeană și Ministerul Dezvoltării, Lucrărilor Publice și Administrației al României pentru Programul Interreg VI-A NEXT România – Republica Moldova 2021–2027",Grant,UE,,241-244,,https://monitorul.gov.md/ro/search
"nr. 282, 14 mai 2025",15.05.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de împrumut (Finanțarea suplimentară pentru Proiectul „Învățământul superior”) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare (acționând în nume propriu și în calitate de Agenție de Suport pentru Implementare a Facilității Globale de Finanțare Concesională),Împrumut,BIRD,,229-232,,https://monitorul.gov.md/ro/search
"nr. 279, 14 mai 2025",15.05.2025,Hotărâre,"Hotărâre cu privire la aprobarea semnării Amendamentului nr. 1 la Acordul de grant dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea proiectelor investiționale orientate spre dezvoltarea infrastructurii în domeniul managementul deșeurilor solide, în sumă de 4 340 000 euro, în vederea realizării Proiectului „Deșeuri solide în Republica Moldova”, semnat la Chișinău la 17 septembrie 2024",Grant,BERD,17.09.2024,229-232,,https://monitorul.gov.md/ro/search
"nr. 278, 14 mai 2025",15.05.2025,Hotărâre,"Hotărâre pentru inițierea negocierilor și aprobarea semnării Amendamentului nr. 2 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea Proiectului „Deșeuri solide în Republica Moldova”, în sumă de 25 de milioane de euro, semnat la 18 octombrie 2019",Împrumut,BEI,18.10.2019,229-232,,https://monitorul.gov.md/ro/search
"nr. 277, 14 mai 2025",15.05.2025,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova, Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare pentru realizarea Programului Fondului fiduciar multidonator „Creștere, Reziliență și Oportunități pentru Bunăstare în Moldova (M-GROW)”, în vederea finanțării Proiectului „Sprijinirea eficienței achizițiilor publice și a valorii pentru bani în Moldova”",Grant,BIRD / AID,,229-232,,https://monitorul.gov.md/ro/search
"nr. 187-X, 12 mai 2025",15.05.2025,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Amendamentului nr. 3 la Acordul de finanțare (Proiectul Învățământul Superior) dintre Republica Moldova și Asociația Internațională pentru Dezvoltare,Împrumut,AID,,229-232,,https://monitorul.gov.md/ro/search
"nr. 263, 7 mai 2025",08.05.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1013 01 D în vederea implementării Proiectului „Inițiativa pentru dezvoltarea infrastructurii publice durabile prin renovări de eficiență energetică (INSPIREE)”, semnat la Paris la 10 martie 2025",Împrumut,AFD,10.03.2025,215-222,,https://monitorul.gov.md/ro/search
"nr. 261, 7 mai 2025",08.05.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de împrumut dintre Republica Moldova, reprezentată de Ministerul Finanțelor în calitate de Împrumutat și Banca Națională a Moldovei în calitate de Agent al Împrumutatului, și Uniunea Europeană, reprezentată de Comisia Europeană în calitate de Creditor privind acordarea Facilității de reformă și creștere pentru Republica Moldova",Împrumut,UE,,215-222,da,https://monitorul.gov.md/ro/search
"nr. 220, 23 aprilie 2025",24.04.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de finanţare dintre Republica Moldova, Comisia Europeană şi Ministerul Dezvoltării, Lucrărilor Publice şi Administraţiei al României pentru Programul Interreg VI-B NEXT Bazinul Mării Negre 2021-2027, semnat la 11 august 2023",Grant,UE,11.08.2023,195-198,,https://monitorul.gov.md/ro/search
"nr. 219, 23 aprilie 2025",24.04.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova, Comisia Europeană și Ministerul Dezvoltării, Lucrărilor Publice și Administrației al României pentru Programul Interreg VI-A NEXT România – Republica Moldova 2021-2027, semnat la 11 august 2023",Grant,UE,11.08.2023,195-198,,https://monitorul.gov.md/ro/search
"nr. 173-X, 18 aprilie 2025",24.04.2025,Decret,"Decret privind aprobarea semnării Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării proiectului „Sistemul termoenergetic al municipiului Bălți (S.A. „CET-Nord”)”, faza II",Împrumut,BERD,,195-198,,https://monitorul.gov.md/ro/search
"nr. 206, 16 aprilie 2025",17.04.2025,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova, Societatea pe Acțiuni „Termoelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare privind acordarea grantului din cadrul Platformei de Investiții pentru Vecinătate a Comisiei Europene în vederea realizării Proiectului „Optimizarea sistemului de alimentare cu energie termică din mun. Chișinău”",Grant,BERD / UE,,187-189,,https://monitorul.gov.md/ro/search
"nr. 205, 16 aprilie 2025",17.04.2025,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova, Societatea pe Acțiuni „Termoelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare privind grantul investițional acordat din Fondul Regional al Parteneriatului Europei de Est pentru Eficiență Energetică și Mediu pentru realizarea Proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din mun. Chișinău”",Grant,BERD,,187-189,,https://monitorul.gov.md/ro/search
"nr. 203, 16 aprilie 2025",17.04.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de finanțare dintre Republica Moldova, Comisia Europeană și regiunea Hauts-de-France pentru Programul Interreg (Interreg VI-C) Interreg Europe 2021-2027, semnat la 27 decembrie 2024",Grant,UE,27.12.2024,187-189,,https://monitorul.gov.md/ro/search
"nr. 68, 27 martie 2025",04.04.2025,Lege,Lege pentru ratificarea Acordului de modificare nr. 2 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării proiectului „Securitatea furnizării gazelor naturale”,Împrumut,BERD,,170-172,,https://monitorul.gov.md/ro/search
"nr. 186, 3 aprilie 2025",04.04.2025,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova, Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare în vederea realizării Programului Fondului fiduciar multidonator „Creștere, Reziliență și Oportunități pentru Bunăstare în Moldova (M-GROW)”, pentru cofinanțarea Programului „Operațiunea politica de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”",Grant,BIRD / AID,,170-172,,https://monitorul.gov.md/ro/search
"nr. 185, 3 aprilie 2025",04.04.2025,Hotărâre,Hotărâre privind inițierea negocierilor asupra proiectului Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Programului „Operațiunea politica de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice” și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,AID,,170-172,,https://monitorul.gov.md/ro/search
"nr. 184, 3 aprilie 2025",04.04.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Programului „Operațiunea politica de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice” și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,BIRD,,170-172,,https://monitorul.gov.md/ro/search
"nr. 183, 3 aprilie 2025",04.04.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut (Finanțarea Suplimentară pentru Proiectul Învățământul Superior) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare (acționând în nume propriu și în calitate de Agenție de Suport pentru Implementare a Facilității Globale de Finanțare Concesională) și împuternicirea delegației oficiale pentru negocieri,Împrumut,BIRD,,170-172,,https://monitorul.gov.md/ro/search
"nr. 178, 3 aprilie 2025",04.04.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind Contractul de performanță pentru reforma sectorială, semnat la Chişinău la 31 ianuarie 2025",Grant,UE,31.01.2025,170-172,da,https://monitorul.gov.md/ro/search
"nr. 143-X, 31 martie 2025",04.04.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de modificare nr. 2 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării proiectului „Securitatea furnizării gazelor naturale”,Împrumut,BERD,,170-172,,https://monitorul.gov.md/ro/search
"nr. 67, 27 martie 2025",03.04.2025,Lege,Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului de susținere a managementului riscurilor de dezastre și rezilienței Republicii Moldova,Împrumut,BIRD,,167-169,,https://monitorul.gov.md/ro/search
"nr. 27, 31 martie 2025",03.04.2025,Ordin,"Ordin cu privire la comunicarea publică a datei intrării în vigoare a Acordului de grant și proiect dintre Ministerul Energiei, Banca Germană „Kreditanstalt für Wiederaufbau (KfW)” și Unitatea Consolidată pentru Implementarea și Monitorizarea Proiectelor în Domeniul Energeticii",Grant,KfW,,167-169,,https://monitorul.gov.md/ro/search
"nr. 144-X, 31 martie 2025",03.04.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului de susținere a managementului riscurilor de dezastre și rezilienței Republicii Moldova,Împrumut,BIRD,,167-169,,https://monitorul.gov.md/ro/search
"nr. 32, 19 martie 2025",01.04.2025,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de grant dintre Ministerul Dezvoltării Economice și Digitalizării al Republicii Moldova și Swedfund International AB privind serviciile de consultanță pentru implementarea setului de instrumente al UE pentru securitatea 5G,Grant,Suedia,,164-166,,https://monitorul.gov.md/ro/search
"nr. 163, 26 martie 2025",27.03.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de grant dintre Ministerul Mediului al Republicii Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea asistenței tehnice, în sumă de 600 000 de euro, în vederea realizării Proiectului „Deșeuri solide în Republica Moldova”, semnat la Chișinău la 20 decembrie 2023",Grant,BERD,20.12.2023,154-156,,https://monitorul.gov.md/ro/search
"nr. 157, 26 martie 2025",27.03.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de modificare nr. 2 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării proiectului „Securitatea furnizării gazelor naturale”, semnat la Chișinău la 23 iunie 2022",Împrumut,BERD,23.06.2022,154-156,,https://monitorul.gov.md/ro/search
"nr. 132-X, 25 martie 2025",27.03.2025,Decret,"Decret privind inițierea negocierilor asupra proiectului Amendamentului nr. 1 la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării proiectului „Sistemul termoenergetic al municipiului Bălți (S.A. „CET-Nord”)”, faza II",Împrumut,BERD,,154-156,,https://monitorul.gov.md/ro/search
"nr. 96-X, 5 martie 2025",11.03.2025,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova, Comisia Europeană și Ministerul Dezvoltării, Lucrărilor Publice și Administrației al României pentru Programul Interreg VI-A NEXT România – Republica Moldova 2021–2027",Grant,UE,,122-125,,https://monitorul.gov.md/ro/search
"nr. 102-X, 7 martie 2025",11.03.2025,Decret,"Decret privind iniţierea negocierilor şi aprobarea semnării Amendamentului nr.1, încheiat prin schimb de scrisori, la Acordul de finanţare dintre Republica Moldova, Comisia Europeană şi Ministerul Dezvoltării, Lucrărilor Publice şi Administraţiei al României pentru Programul Interreg VI-B NEXT Bazinul Mării Negre 2021–2027",Grant,UE,,122-125,,https://monitorul.gov.md/ro/search
"nr. 110, 5 martie 2025",06.03.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1013 01 D în vederea implementării Proiectului „Inițiativa pentru dezvoltarea infrastructurii publice durabile prin renovări de eficiență energetică (INSPIREE)”,Împrumut,AFD,,108-110,,https://monitorul.gov.md/ro/search
"nr. 108, 5 martie 2025",06.03.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Guvernul Republicii Moldova și Guvernul Regatului Belgiei pentru realizarea Proiectului „Aprovizionarea descentralizată cu apă potabilă pentru Moldova” și împuternicirea delegației oficiale pentru negocierea acestuia,Împrumut,Belgia,,108-110,,https://monitorul.gov.md/ro/search
"nr. 107, 5 martie 2025",06.03.2025,Hotărâre,Hotărâre pentru aprobarea semnării Acordului de grant dintre Republica Moldova și Banca de Dezvoltare a Consiliului Europei privind asistența tehnică pentru realizarea Proiectului „Construcția Spitalului Regional Bălți”,Grant,CEB,,108-110,,https://monitorul.gov.md/ro/search
"nr. 92-X, 28 februarie 2025",04.03.2025,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Acordului de grant dintre Republica Moldova, Întreprinderea de Stat „Moldelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza II”",Grant,BERD,,104-107,,https://monitorul.gov.md/ro/search
"nr. 86-X, 26 februarie 2025",04.03.2025,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Acordului de finanțare dintre Republica Moldova, Comisia Europeană și Agenția Națională de Coeziune Teritorială din Franța pentru Programul URBACT IV 2021–2027",Grant,UE,,104-107,,https://monitorul.gov.md/ro/search
"nr. 29, 27 februarie 2025",04.03.2025,Lege,"Lege pentru ratificarea Acordului de grant dintre Republica Moldova, Întreprinderea de Stat „Moldelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza II”",Grant,BERD,,104-107,,https://monitorul.gov.md/ro/search
"nr. 20, 20 februarie 2025",04.03.2025,Lege,"Lege pentru ratificarea Acordului de finanțare dintre Republica Moldova, Comisia Europeană și Agenția Națională de Coeziune Teritorială din Franța pentru Programul URBACT IV 2021–2027",Grant,UE,,104-107,,https://monitorul.gov.md/ro/search
"nr. 90, 26 februarie 2025",27.02.2025,Hotărâre,"Hotărâre cu privire la aprobarea Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind Contractul de performanță pentru reforma sectorială, semnat la Chișinău la 31 ianuarie 2025",Grant,UE,31.01.2025,96-99,da,https://monitorul.gov.md/ro/search
"nr. 89, 26 februarie 2025",27.02.2025,Hotărâre,Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului de susținere a managementului riscurilor de dezastre și rezilienței a Republicii Moldova,Împrumut,BIRD,,96-99,,https://monitorul.gov.md/ro/search
"nr. 85, 26 februarie 2025",27.02.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de grant dintre Republica Moldova, Întreprinderea de Stat „Moldelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza II”, semnat la Chișinău la 6 februarie 2025",Grant,BERD,06.02.2025,96-99,,https://monitorul.gov.md/ro/search
"nr. 79-X, 24 februarie 2025",27.02.2025,Decret,Decret privind aprobarea semnării Acordului de modificare nr. 2 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului „Securitatea furnizării gazelor naturale”,Împrumut,BERD,,96-99,,https://monitorul.gov.md/ro/search
"nr. 76-X, 18 februarie 2025",27.02.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din mun. Chișinău”,Împrumut,BERD,,96-99,,https://monitorul.gov.md/ro/search
"nr. 14, 13 februarie 2025",27.02.2025,Lege,Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din mun. Chișinău”,Împrumut,BERD,,96-99,,https://monitorul.gov.md/ro/search
"nr. 69, 12 februarie 2025",13.02.2025,Hotărâre,Hotărâre сu privire la inițierea negocierilor asupra proiectului Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1013 01 D în vederea implementării proiectului „Inițiativa pentru dezvoltarea infrastructurii publice durabile prin renovări de eficiență energetică (INSPIREE)” și împuternicirea delegației oficiale pentru negocierea acestuia,Împrumut,AFD,,47-49,,https://monitorul.gov.md/ro/search
"nr. 51, 5 februarie 2025",06.02.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de finanțare dintre Republica Moldova, Comisia Europeană și Agenția Națională de Coeziune Teritorială din Franța pentru Programul URBACT IV 2021-2027, semnat la 12 decembrie 2024",Grant,UE,12.12.2024,37-39,,https://monitorul.gov.md/ro/search
"nr. 66-X, 3 februarie 2025",04.02.2025,Decret,Decret privind inițierea negocierilor asupra proiectului Acordului de modificare nr. 2 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului „Securitatea furnizării gazelor naturale”,Împrumut,BERD,,33-36,,https://monitorul.gov.md/ro/search
"nr. 59-X, 30 ianuarie 2025",31.01.2025,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Acordului de grant dintre Republica Moldova, Întreprinderea de Stat „Moldelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza II”",Grant,BERD,,25-28,,https://monitorul.gov.md/ro/search
"nr. 1, 15 ianuarie 2025",16.01.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din mun. Chișinău”, semnat la Chișinău la 29 noiembrie 2024",Împrumut,BERD,29.11.2024,8-10,,https://monitorul.gov.md/ro/search
"nr. 908, 30 decembrie 2024",31.12.2024,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Proiectului de susținere a managementului riscurilor de dezastre și rezilienței Republicii Moldova,Împrumut,BIRD,,569-571,,https://monitorul.gov.md/ro/search
"nr. 194, 29 noiembrie 2024",31.12.2024,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de grant dintre Ministerul Mediului și Swedfund International AB,Grant,Suedia,,569-571,,https://monitorul.gov.md/ro/search
"nr. 299, 19 decembrie 2024",27.12.2024,Lege,Lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții în vederea implementării Proiectului „Programul de dezvoltare a pădurilor din Moldova”,Împrumut,BEI,,552-555,,https://monitorul.gov.md/ro/search
"nr. 1712-IX, 23 decembrie 2024",27.12.2024,Decret,Decret privind promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții în vederea implementării Proiectului „Programul de dezvoltare a pădurilor din Moldova”,Împrumut,BEI,,552-555,,https://monitorul.gov.md/ro/search
"nr. 295, 13 decembrie 2024",24.12.2024,Lege,Lege pentru ratificarea Acordului de grant investițional dintre Republica Moldova și Banca Europeană de Investiții „Moldova Solidarity Lanes”,Grant,BEI,,540-543,,https://monitorul.gov.md/ro/search
"nr. 1707-IX, 20 decembrie 2024",24.12.2024,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de grant investițional dintre Republica Moldova și Banca Europeană de Investiții „Moldova Solidarity Lanes”,Grant,BEI,,540-543,,https://monitorul.gov.md/ro/search
"nr. 1706-IX, 20 decembrie 2024",24.12.2024,Decret,"Decret cu privire la inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Republica Moldova, Comisia Europeană și Regiunea Hauts-de-France pentru Programul Interreg (Interreg VI-C) Interreg Europe 2021-2027",Grant,UE,,540-543,,https://monitorul.gov.md/ro/search
