act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
HG28/2019,18.01.2019,Hotărâre,"Hotărâre privind implementarea Programului de cooperare pe anul 2018 între Guvernul Republicii Moldova și Guvernul României, întocmit prin schimb de scrisori la 18 decembrie 2018, în sensul articolului 1 paragraful 2 al Acordului dintre Guvernul Republicii Moldova și Guvernul României privind implementarea programului de asistență tehnică și financiară în baza unui ajutor financiar nerambursabil în valoare de 100 milioane de euro acordat de România Republicii Moldova, semnat la București la 27 aprilie 2010, astfel cum a fost modificat",Asistență tehnică,România,27.04.2010,legis.md,,https://www.legis.md/cautare/getResults?doc_id=112100&lang=ro
DP1044/2018,21.12.2018,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Acordului de Grant dintre Republica Moldova, S.A. „CET-Nord” și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea acordării grantului din contul Fondului Special al Acționarilor BERD în scopul realizării Proiectului „Sistemul termoenergetic al municipiului Bălți (S.A. „CET-Nord”)”",Grant,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=113661&lang=ro
HG1256/2018,19.12.2018,Hotărâre,Hotărâre privind iniţierea negocierilor și aprobarea semnării Acordului de asistență financiară dintre Guvernul Republicii Moldova și Ministerul Afacerilor Externe al Republicii Bulgaria,Asistență financiară,Bulgaria,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=113437&lang=ro
HG1254/2018,19.12.2018,Hotărâre,"Hotărâre privind modificarea punctului 4 din Hotărîrea Guvernului nr. 1141/2018 pentru iniţierea negocierilor şi aprobarea semnării Amendamentului nr.3 la Contractul de finanţare dintre Republica Moldova şi Banca Europeană de Investiţii „Transportul energiei electrice de către «Moldelectrica»”, semnat la 26 iunie 2012",Împrumut,BEI,26.06.2012,legis.md,,https://www.legis.md/cautare/getResults?doc_id=113436&lang=ro
DP1024/2018,18.12.2018,Decret,Decret privind promulgarea Legii pentru ratificarea Amendamentului la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea implementării Proiectului „Modernizarea sectorului sănătății în Republica Moldova”,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=111225&lang=ro
DP1005/2018,11.12.2018,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Addendumului nr.3 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind Programul-cadru de suport al acordurilor curente și viitoare dintre Republica Moldova și Uniunea Europeană, Planul național de acțiuni 2012",Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=113360&lang=ro
LP292/2018,29.11.2018,Lege,Lege pentru ratificarea Amendamentului la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea implementării Proiectului „Modernizarea sectorului sănătății în Republica Moldova”,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=111233&lang=ro
LP287/2018,29.11.2018,Lege,"Lege pentru ratificarea Addendumului nr. 3 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind Programul-cadru de suport al acordurilor curente și viitoare dintre Republica Moldova și Uniunea Europeană, Planul național de acțiuni 2012",Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=113362&lang=ro
HG1186/2018,28.11.2018,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului la Acordul de finanţare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare în vederea realizării Proiectului „Modernizarea sectorului sănătăţii în Republica Moldova”, semnat la 27 noiembrie 2018",Împrumut,AID,27.11.2018,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109943&lang=ro
DP963/2018,28.11.2018,Decret,Decret privind promulgarea Legii pentru ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Proiectului de înregistrare și evaluare funciară,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=111644&lang=ro
DP953/2018,23.11.2018,Decret,Decret privind inițierea negocierilor și aprobarea semnării Amendamentului la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Proiectului „Modernizarea sectorului sănătății în Republica Moldova”,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=111632&lang=ro
HG1141/2018,21.11.2018,Hotărâre,"Hotărâre pentru iniţierea negocierilor şi aprobarea semnării Amendamentului nr.3 la Contractul de finanţare dintre Republica Moldova şi Banca Europeană de Investiţii „Transportul energiei electrice de către «Moldelectrica»”, semnat la 26 iunie 2012",Împrumut,BEI,26.06.2012,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109351&lang=ro
LP240/2018,08.11.2018,Lege,Lege pentru ratificarea Acordului de finanţare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare în vederea realizării Proiectului de înregistrare şi evaluare funciară,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109782&lang=ro
HG1067/2018,08.11.2018,Hotărâre,"Hotărâre cu privire la iniţierea negocierilor şi aprobarea semnării Memorandumului de înțelegere dintre Ministerul Sănătăţii, Muncii şi Protecţiei Sociale al Republicii Moldova și Agenția Elvețiană pentru Dezvoltare și Cooperare cu privire la a doua fază a Proiectului „Suport pentru reforma serviciilor de sănătate mintală în Republica Moldova”",Asistență tehnică,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109268&lang=ro
HG1056/2018,08.11.2018,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Addendumului nr. 3 la Acordul de finanțare dintre Guvernul Republicii Moldova şi Uniunea Europeană privind Programul-cadru de suport al acordurilor curente şi viitoare dintre Republica Moldova şi Uniunea Europeană, Planul național de acțiuni 2012, semnat la Bruxelles la 14 iunie 2013",Grant,UE,14.06.2013,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109256&lang=ro
DP916/2018,30.10.2018,Decret,"Decret privind promulgarea Legii pentru ratificarea Înțelegerii, întocmite prin schimb de note, cu privire la modificarea Acordului de grant, întocmit prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind implementarea Proiectului „Agricultura conservativă – dezvoltarea unui sistem durabil de gestionare a solurilor în Republica Moldova”",Grant,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=107095&lang=ro
HG1016/2018,17.10.2018,Hotărâre,"Hotărâre cu privire la inițierea negocierilor asupra proiectelor acordurilor de finanțare dintre Guvernul Republicii Moldova și Banca Industrială şi Comercială din China (ICBC) privind proiectele „Reabilitarea drumului național M5, Frontiera cu Ucraina – Criva – Bălți – Chișinău – Tiraspol – frontiera cu Ucraina, sectorul Criva – Bălți” și „Reabilitarea drumului național R13, Bălți – Florești – R14”",Asistență financiară,China,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109207&lang=ro
HG1012/2018,17.10.2018,Hotărâre,Hotărâre privind inițierea negocierilor și aprobarea semnării Acordului de grant nr. TF0A6821 dintre Guvernul Republicii Moldova şi Banca Internațională pentru Reconstrucție și Dezvoltare/Asociaţia Internaţională pentru Dezvoltare în vederea realizării Proiectului „Piața energetică transparentă”,Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109203&lang=ro
LP205/2018,11.10.2018,Lege,"Lege pentru ratificarea Înțelegerii, întocmite prin schimb de note, cu privire la modificarea Acordului de grant, întocmit prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind implementarea Proiectului „Agricultura conservativă – dezvoltarea unui sistem durabil de gestionare a solurilor în Republica Moldova”",Grant,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109731&lang=ro
HG976/2018,10.10.2018,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de finanţare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare în vederea realizării Proiectului de înregistrare şi evaluare funciară, semnat la 17 septembrie 2018",Împrumut,AID,17.09.2018,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109163&lang=ro
HG925/2018,24.09.2018,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 2 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții în vederea implementării Proiectului „Livada Moldovei”, semnat la Chișinău la 31 iulie 2014",Împrumut,BEI,31.07.2014,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109101&lang=ro
HG920/2018,24.09.2018,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Addendumului nr.3 la Acordul de finanțare dintre Guvernul Republicii Moldova şi Uniunea Europeană privind Programul-cadru de suport al acordurilor curente şi viitoare dintre Uniunea Europeană şi Republica Moldova (PNA 2012), semnat la Bruxelles la 14 iunie 2013",Grant,UE,14.06.2013,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109094&lang=ro
HG899/2018,12.09.2018,Hotărâre,"Hotărâre privind aprobarea proiectului de lege pentru ratificarea Înțelegerii, întocmite prin schimb de note la 29 iunie 2018, cu privire la modificarea Acordului de grant, întocmit prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind implementarea Proiectului „Agricultura conservativă – dezvoltarea unui sistem durabil de gestionare a solurilor în Republica Moldova”, semnat la Chișinău la 7 martie 2017",Grant,Japonia,07.03.2017,legis.md,,https://www.legis.md/cautare/getResults?doc_id=109073&lang=ro
DP864/2018,23.08.2018,Decret,Decret cu privire la aprobarea semnării Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Proiectului de înregistrare și evaluare funciară,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=107029&lang=ro
DP830/2018,14.08.2018,Decret,Decret privind promulgarea Legii pentru ratificarea Acordului-cadru de împrumut dintre Republica Moldova și Banca de Dezvoltare a Consiliului Europei pentru realizarea Proiectului privind procurarea ambulanțelor,Împrumut,CEB,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=106987&lang=ro
HG787/2018,01.08.2018,Hotărâre,Hotărâre pentru inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană cu privire la alimentarea cu apă și sanitație în raionul Cahul,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=108952&lang=ro
DP798/2018,31.07.2018,Decret,"Decret privind promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind implementarea proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza I”",Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=106931&lang=ro
LP171/2018,26.07.2018,Lege,Lege pentru ratificarea Acordului-cadru de împrumut dintre Republica Moldova și Banca de Dezvoltare a Consiliului Europei pentru realizarea Proiectului privind procurarea ambulanțelor,Împrumut,CEB,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=105527&lang=ro
DP793/2018,26.07.2018,Decret,Decret pentru inițierea negocierilor asupra proiectului Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Proiectului de înregistrare și evaluare funciară,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=106919&lang=ro
HG760/2018,25.07.2018,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Addendumului nr.1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind Facilitatea pentru societatea civilă,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=108916&lang=ro
HG752/2018,25.07.2018,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind responsabilizarea cetățenilor în Republica Moldova,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=108907&lang=ro
HG744/2018,25.07.2018,Hotărâre,"Hotărâre pentru inițierea negocierilor asupra proiectului Acordului de finanţare dintre Guvernul Republicii Moldova şi Comisia Europeană cu privire la consolidarea potențialului de creștere a Republicii Moldova printr-un mediu economic transparent, eficient, competitiv și rezistent",Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=108896&lang=ro
LP150/2018,20.07.2018,Lege,"Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind implementarea proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza I”",Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=105508&lang=ro
HG734/2018,18.07.2018,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului-cadru de împrumut dintre Guvernul Republicii Moldova și Banca de Dezvoltare a Consiliului Europei pentru realizarea Proiectului privind procurarea ambulanțelor, semnat la Chișinău la 12 iulie 2018",Împrumut,CEB,12.07.2018,legis.md,,https://www.legis.md/cautare/getResults?doc_id=108882&lang=ro
HG731/2018,18.07.2018,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea Proiectului de reabilitare a drumurilor din Republica Moldova, semnat la Luxembourg la 25 iunie 2013",Împrumut,BEI,25.06.2013,legis.md,,https://www.legis.md/cautare/getResults?doc_id=108878&lang=ro
DP777/2018,16.07.2018,Decret,Decret privind promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova şi Banca Europeană de Investiții privind interconectarea electrică Moldova–România,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=106902&lang=ro
